,Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
167,41.32,2.0,7,4,223,583,9,19,3,0,3,0,0,19,1,7,0.05,4,0,9,3,155,47,1,31.37,3,5,6,0.62,18,39.42,0,1
168,61.78,1.38,10,11,840,797,1,16,3,4,2,1,3,6,3,18,0.01,1,6,4,0,230,28,1,99.54,1,6,3,0.81,16,65.66,0,1
169,34.8,0.98,15,10,707,523,0,37,2,3,1,0,3,11,1,15,0.06,2,2,4,2,140,20,1,56.27,1,5,4,0.69,5,19.97,0,1
170,49.98,1.85,17,12,500,535,4,33,0,2,2,0,2,5,3,25,0.07,3,6,8,2,36,47,1,74.9,0,6,3,0.53,0,99.81,0,1
171,31.46,1.73,9,2,760,134,6,14,5,3,3,1,1,14,3,13,0.07,2,0,0,0,106,35,1,93.45,0,7,9,0.8,16,52.87,0,1
172,38.0,2.98,11,4,504,483,9,2,1,4,1,1,0,4,1,18,0.09,0,1,2,2,66,48,0,65.3,0,8,9,0.72,9,53.01,0,1
173,62.82,1.2,11,13,241,140,7,29,0,0,3,0,3,0,3,24,0.09,3,2,3,3,203,40,1,19.21,2,2,1,0.59,4,76.94,0,1
174,44.27,1.9,17,13,540,634,7,21,4,4,1,1,2,18,0,6,0.08,0,0,5,3,144,19,0,97.57,3,9,0,0.57,9,69.05,0,1
175,44.99,2.53,12,5,211,585,4,14,6,2,1,0,4,0,0,21,0.05,3,3,9,1,200,24,1,82.52,0,2,5,0.52,11,26.38,0,1
176,51.73,1.97,11,6,247,55,1,28,0,4,4,1,2,19,0,19,0.07,3,0,2,3,76,44,0,64.53,1,6,7,0.76,6,58.79,0,1
177,45.04,1.94,19,8,417,82,9,20,8,0,2,0,1,2,2,9,0.07,1,3,2,1,194,46,1,71.96,0,0,0,0.73,2,61.1,0,1
178,54.52,1.67,13,4,787,361,3,19,5,4,0,0,1,6,0,6,0.07,3,9,2,3,201,37,1,5.03,1,4,3,0.57,3,63.73,0,0
179,28.66,1.67,10,11,920,593,5,5,1,2,1,1,2,0,3,30,0.08,4,1,4,3,49,34,0,16.37,1,9,3,0.75,3,12.23,0,0
180,47.58,1.89,20,7,520,284,0,3,7,1,3,0,4,10,2,20,0.07,3,8,4,2,129,23,0,78.44,3,5,0,0.63,2,88.72,0,1
181,43.64,1.82,17,5,446,693,0,22,3,3,1,0,3,1,1,30,0.03,3,5,3,1,67,54,0,7.36,0,5,2,0.86,11,98.54,0,0
182,47.03,2.07,13,8,687,693,7,30,1,3,4,1,0,1,3,3,0.04,4,5,7,2,64,21,0,0.58,1,4,0,0.95,9,59.67,0,1
183,43.16,1.19,20,1,885,511,8,0,1,3,2,0,3,11,2,3,0.0,4,9,4,2,95,23,0,73.02,3,3,4,0.93,12,58.1,0,1
184,44.17,1.94,9,8,560,140,6,7,1,0,0,0,1,17,0,3,0.05,2,4,3,1,184,59,1,58.0,3,7,3,0.53,3,99.81,0,1
185,27.21,1.66,10,12,545,533,3,48,2,3,0,0,2,1,0,9,0.05,2,5,8,1,110,24,0,2.8,2,2,7,0.51,2,76.76,0,0
186,51.65,2.08,8,13,258,619,3,39,9,2,0,0,4,6,3,16,0.04,1,5,0,0,215,28,1,11.93,1,7,9,0.83,3,18.74,0,0
187,49.02,2.2,11,8,232,134,4,31,4,4,0,1,4,16,2,16,0.06,0,7,8,1,195,21,0,54.4,1,0,3,0.67,2,48.47,0,1
188,51.09,1.78,14,12,225,684,0,23,0,1,1,1,0,6,0,2,0.08,2,1,7,0,211,51,0,48.91,1,2,2,0.83,17,61.4,0,0
189,60.61,1.65,12,3,123,197,2,21,2,4,3,0,4,7,1,2,0.03,2,6,4,0,29,39,0,97.23,0,2,9,0.77,3,28.95,0,1
190,41.81,1.18,10,2,330,788,3,19,8,0,0,0,4,11,1,12,0.1,1,8,8,2,112,18,0,20.49,1,8,5,0.73,14,27.07,0,0
191,57.63,1.8,13,1,777,474,9,29,0,1,0,0,0,8,2,12,0.01,0,0,8,2,122,30,1,0.04,2,2,3,0.76,15,59.57,0,0
192,50.94,2.58,11,5,638,258,6,45,7,0,1,1,0,2,3,2,0.01,4,0,0,3,200,57,1,59.67,1,6,9,0.95,3,22.81,0,1
193,33.08,1.72,17,10,693,256,0,8,2,0,0,0,1,1,1,14,0.0,2,4,4,1,65,57,0,22.62,3,8,6,0.63,9,77.33,0,0
194,56.7,2.68,16,9,781,479,9,38,9,4,4,0,0,3,1,12,0.01,0,3,2,1,41,19,1,11.65,0,7,2,0.65,17,21.91,0,1
195,34.82,1.03,19,5,623,343,3,3,3,4,4,1,1,19,1,23,0.05,2,3,6,0,38,24,0,58.62,0,3,2,0.76,19,65.83,0,1
196,40.38,2.2,20,5,746,108,1,2,9,1,3,0,2,18,0,9,0.02,4,5,3,0,239,55,1,55.42,2,6,0,0.9,19,97.51,0,1
197,55.74,1.84,18,8,298,645,9,28,7,2,3,1,4,12,2,11,0.05,2,7,1,2,26,29,1,75.47,0,9,6,0.68,13,30.82,0,1
198,43.55,0.9,11,9,463,101,3,12,1,0,4,1,0,8,0,27,0.07,0,3,6,3,88,32,0,22.92,2,7,8,0.73,9,94.55,0,1
199,58.27,1.32,10,8,747,601,1,26,2,4,0,0,3,12,3,13,0.01,2,0,2,1,120,56,1,15.99,2,6,7,0.73,11,95.59,0,0
200,56.14,2.45,15,9,463,141,2,30,6,2,4,1,3,12,2,23,0.01,1,0,8,2,86,44,0,58.65,1,9,9,0.83,15,68.41,1,1
201,46.39,2.67,13,10,712,775,2,18,8,0,0,1,2,3,0,29,0.09,3,4,4,1,146,41,0,60.52,0,1,6,0.57,3,47.68,1,1
202,38.15,1.92,15,4,867,451,6,0,8,4,4,1,0,11,0,2,0.03,4,5,0,2,218,41,1,21.62,3,3,5,0.98,15,90.1,0,1
203,39.47,2.4,20,8,817,470,1,41,9,2,2,1,3,14,2,18,0.02,4,5,5,1,208,49,1,78.71,0,6,3,0.6,1,10.98,0,1
204,43.45,2.51,18,8,112,98,9,42,8,2,2,1,3,0,0,20,0.04,3,3,6,3,167,19,0,72.01,3,8,5,0.75,13,43.63,0,1
205,45.06,1.87,20,8,855,660,4,1,3,1,4,1,3,8,2,2,0.02,3,8,8,0,18,25,0,9.18,1,1,5,0.9,5,28.69,0,1
206,44.09,1.38,7,3,383,294,3,7,5,1,0,0,2,12,1,28,0.04,0,2,4,3,173,22,1,80.47,3,6,7,0.53,2,89.55,0,1
207,38.41,2.37,15,7,314,797,1,19,1,1,3,0,2,8,2,9,0.09,1,9,3,2,164,50,1,56.2,3,5,9,0.87,7,50.91,0,1
208,41.89,2.03,17,4,744,457,7,18,1,4,2,0,0,4,0,9,0.0,3,3,3,2,94,31,1,43.74,2,6,8,0.65,13,75.09,0,0
209,44.65,2.44,14,10,588,745,2,31,4,3,0,0,4,1,1,20,0.1,0,4,5,1,178,56,1,17.84,2,8,9,0.94,17,64.67,0,0
210,31.2,1.86,13,12,449,600,0,11,5,2,3,0,0,12,2,30,0.06,1,3,8,3,225,51,1,33.66,2,8,5,0.79,10,71.93,0,1
211,70.51,1.98,16,8,433,564,3,6,2,4,2,1,1,9,3,22,0.04,4,7,3,3,170,54,1,98.28,3,3,4,0.61,19,51.48,0,1
212,52.72,1.43,10,14,448,271,0,22,2,4,0,1,4,13,1,13,0.05,2,0,9,3,177,22,1,34.07,2,5,7,0.58,13,88.77,0,0
213,44.57,2.13,13,4,787,611,5,5,1,1,0,0,0,10,1,9,0.05,0,7,8,1,10,27,1,89.39,3,4,4,0.82,8,29.74,0,1
214,31.28,1.85,14,10,328,710,1,6,5,4,2,1,3,18,1,24,0.02,3,3,0,2,211,48,0,20.39,2,7,8,0.98,13,45.85,0,0
215,36.71,1.42,18,1,272,112,5,31,6,3,0,0,4,8,2,15,0.03,2,8,5,3,176,29,0,41.72,2,9,9,0.61,13,75.18,0,0
216,33.05,2.54,11,2,180,310,4,25,8,3,3,1,1,6,1,12,0.03,4,8,4,1,186,49,1,49.46,0,7,0,0.58,2,93.52,0,1
217,46.74,2.27,11,14,694,171,5,28,9,4,4,0,1,4,0,4,0.02,0,2,9,1,74,29,1,69.64,3,2,3,0.93,10,54.07,0,1
218,60.05,3.15,8,2,387,734,7,26,2,3,3,1,1,2,3,26,0.04,1,0,2,0,212,27,0,6.54,3,5,0,0.86,11,7.2,0,1
219,54.09,1.53,12,2,533,583,6,7,5,2,2,0,4,11,3,19,0.01,0,4,8,0,235,39,0,36.01,3,9,3,0.77,16,8.25,0,0
220,37.57,2.55,9,6,423,406,8,10,0,0,2,1,4,1,3,28,0.02,0,7,3,2,44,57,0,78.27,2,5,1,0.79,6,92.12,0,1
221,57.49,2.08,20,14,315,599,7,37,1,4,2,0,4,1,2,26,0.07,1,9,9,3,194,29,1,5.47,3,4,4,0.59,12,39.64,1,0
222,43.32,2.06,7,1,370,409,3,21,0,4,0,0,3,0,2,12,0.01,3,0,1,3,180,31,1,61.35,2,0,9,0.54,5,53.66,0,1
223,37.23,1.79,7,6,626,230,5,33,0,4,0,0,1,18,2,10,0.07,1,7,2,1,30,55,1,92.18,1,6,9,0.6,9,38.86,0,1
224,72.9,1.29,16,4,711,613,4,28,7,4,0,0,4,8,1,23,0.02,4,2,6,1,192,42,1,61.92,1,3,4,0.89,10,21.15,0,1
225,56.09,2.12,16,1,559,796,5,39,5,2,2,1,4,15,0,19,0.09,3,4,5,2,78,21,0,50.09,0,7,2,0.64,17,8.11,0,1
226,54.41,1.61,8,1,777,675,2,36,4,1,2,0,2,15,1,19,0.02,1,3,4,0,197,39,0,43.26,1,3,9,0.79,15,17.05,0,0
227,53.41,1.54,18,1,775,72,2,49,7,1,4,0,2,19,2,22,0.1,3,9,8,1,165,18,0,44.79,2,6,4,0.56,17,66.83,0,1
228,36.45,2.25,13,4,723,256,4,36,3,1,2,0,0,10,1,14,0.08,3,8,3,1,99,58,1,69.51,2,8,7,0.52,5,92.71,0,1
229,38.74,2.19,13,6,666,389,4,23,6,0,4,1,3,8,1,9,0.04,2,0,7,2,66,18,0,93.99,2,9,8,0.6,13,35.61,0,1
230,52.96,0.6,8,4,388,266,5,27,9,0,2,1,0,4,1,12,0.04,1,6,2,0,180,59,1,19.64,2,0,4,0.81,1,2.12,0,0
231,45.89,1.65,13,9,315,158,0,42,2,1,0,1,1,1,2,28,0.07,2,1,9,2,61,29,1,41.71,3,3,6,0.81,19,84.24,0,0
232,32.56,1.84,11,8,474,300,9,3,7,4,2,1,0,2,1,12,0.07,4,5,7,2,230,28,1,38.74,2,7,9,0.66,1,8.6,0,0
233,48.55,2.07,12,3,721,372,7,17,9,0,1,1,3,9,3,1,0.08,0,8,5,0,204,26,1,81.95,0,0,2,0.71,12,36.07,0,1
234,41.09,1.58,15,7,456,452,4,2,6,2,2,0,3,7,3,21,0.05,2,7,4,3,170,26,0,47.73,1,4,9,0.56,15,12.62,0,0
235,46.6,1.86,17,5,164,645,2,18,1,4,2,0,1,18,2,26,0.09,2,1,9,2,168,43,1,94.52,0,6,8,0.99,4,91.95,0,1
236,46.66,2.63,7,3,791,502,0,29,6,1,2,0,4,19,2,16,0.08,0,6,3,3,141,54,1,71.17,0,8,3,0.58,12,36.03,0,1
237,31.12,2.12,16,14,550,323,9,19,8,0,1,1,2,19,3,14,0.01,2,4,4,2,195,29,0,40.78,2,0,6,0.57,16,1.03,0,0
238,27.15,2.52,19,10,215,647,2,33,3,0,2,0,3,9,1,25,0.09,1,9,2,0,218,44,0,29.11,3,1,6,0.6,3,74.41,1,0
239,49.71,2.18,13,5,443,433,8,27,1,1,4,1,2,11,1,24,0.02,0,2,0,1,135,30,1,48.03,2,0,2,0.99,1,74.66,0,1
240,45.16,1.43,13,11,530,612,1,31,0,4,3,1,1,10,0,11,0.05,2,4,0,1,163,51,0,37.1,1,1,3,0.59,4,53.47,0,1
241,46.64,1.41,13,8,572,689,5,29,7,2,1,1,2,16,0,29,0.03,4,6,1,2,155,22,1,33.4,1,8,2,0.54,11,31.68,0,0
242,58.11,2.04,20,14,128,353,3,35,3,4,3,0,2,11,0,15,0.02,0,2,7,2,66,58,1,49.45,2,1,4,0.65,3,28.39,0,1
243,55.97,1.7,11,13,738,464,6,14,3,1,3,1,2,0,1,24,0.06,2,7,0,1,102,56,1,67.32,1,5,0,0.86,9,2.58,0,1
244,37.37,1.82,13,5,311,538,8,4,3,0,0,1,4,10,1,8,0.04,1,9,9,2,94,59,1,23.85,3,9,4,0.52,11,29.14,0,0
245,44.93,2.7,20,12,706,600,2,27,2,2,2,1,3,7,2,7,0.01,2,2,6,3,149,18,1,24.06,1,7,6,0.75,9,12.18,0,0
246,42.57,2.56,9,3,929,763,1,3,3,2,1,1,0,10,0,7,0.04,4,6,3,2,163,25,1,6.05,3,1,5,0.7,11,89.88,0,0
247,33.43,2.39,19,6,353,762,6,35,0,3,4,0,4,6,1,4,0.05,2,4,7,1,55,26,1,84.65,2,1,3,0.84,17,55.14,0,1
248,25.92,1.64,8,10,517,773,6,20,6,0,1,1,3,8,1,7,0.0,4,9,1,1,185,27,1,89.01,3,4,7,0.61,4,41.68,0,1
249,49.99,2.41,10,3,886,298,2,14,8,4,1,0,0,13,2,28,0.09,1,5,1,0,94,30,0,34.07,1,3,6,0.7,15,1.02,0,0
250,38.35,1.65,13,10,344,447,6,11,1,1,4,0,0,7,0,4,0.06,3,4,1,3,134,53,1,69.62,2,4,1,0.53,11,52.36,0,1
251,40.38,2.12,13,10,965,192,6,7,4,4,1,1,4,3,2,11,0.06,1,2,0,2,22,22,1,55.02,1,6,3,0.51,12,10.86,0,1
252,42.55,2.19,10,4,334,73,9,30,7,3,0,1,2,14,1,4,0.04,1,9,6,0,48,52,0,8.22,2,8,3,0.69,13,54.47,0,0
253,50.35,2.13,14,13,458,249,3,49,4,3,3,1,4,9,3,7,0.02,3,2,9,0,76,42,1,1.92,2,0,2,0.86,6,88.49,0,1
254,31.63,1.98,12,3,135,598,8,17,3,4,3,0,3,18,1,16,0.02,3,0,8,2,168,58,1,11.42,2,2,5,0.53,16,51.54,0,1
255,40.01,1.31,13,13,582,53,1,46,2,4,4,1,2,17,3,7,0.02,1,1,2,1,104,29,1,14.28,0,7,2,0.69,7,44.38,0,1
256,51.29,1.67,15,9,761,347,2,21,9,2,0,0,1,7,3,28,0.03,2,0,7,1,235,32,1,34.1,2,5,3,0.67,6,15.75,0,0
257,32.25,2.72,10,1,963,413,9,30,4,4,2,0,1,16,1,7,0.0,1,6,2,0,148,58,0,35.18,0,8,9,0.88,8,53.49,0,0
258,46.5,2.39,9,2,961,499,9,32,2,4,3,1,4,2,1,4,0.03,0,8,5,0,222,55,1,20.63,0,6,4,0.87,8,87.93,0,1
259,37.03,0.78,15,3,412,433,7,26,3,1,2,0,2,17,2,23,0.02,3,6,3,0,152,46,1,44.22,1,1,0,0.85,0,93.71,0,0
260,35.82,1.78,20,8,778,572,0,41,0,2,2,1,2,9,0,24,0.02,3,1,3,1,34,37,0,85.43,3,3,5,0.66,14,21.91,0,1
261,34.72,0.97,14,1,659,781,5,27,7,0,0,1,4,13,1,29,0.07,3,0,2,0,119,35,1,41.63,1,6,9,0.99,14,53.36,0,0
262,43.95,1.36,7,6,925,650,7,12,1,1,0,1,3,13,0,29,0.04,0,1,5,3,33,23,1,51.0,1,5,6,0.91,7,42.9,0,1
263,61.95,1.7,19,5,314,625,9,35,1,3,4,1,4,9,3,9,0.01,4,9,9,1,216,45,1,43.15,3,0,8,0.74,0,87.1,0,1
264,40.62,1.46,11,3,702,101,4,16,8,4,1,0,4,0,1,22,0.04,4,0,7,2,67,31,0,17.38,2,5,9,0.71,18,85.05,0,0
265,66.53,1.87,17,14,498,75,3,12,6,1,2,1,4,5,1,9,0.09,3,6,3,2,27,47,0,0.64,0,2,6,0.76,4,59.14,0,0
266,46.31,2.05,16,6,531,549,6,14,1,2,0,0,3,1,3,8,0.02,4,0,7,3,114,44,0,88.14,0,9,3,0.69,13,62.38,0,1
267,32.17,1.31,11,14,113,613,1,2,5,4,4,0,4,3,2,22,0.07,4,3,6,1,105,28,1,2.62,1,9,6,0.94,18,54.48,0,1
268,44.01,2.16,12,8,996,721,7,23,1,2,0,0,1,2,0,26,0.06,1,9,6,2,217,53,0,21.84,1,4,8,0.6,10,73.23,1,0
269,39.07,1.67,11,10,927,780,9,49,2,2,0,1,4,4,2,16,0.03,2,6,8,2,126,45,1,18.88,1,2,4,0.71,5,33.18,0,0
270,35.26,1.85,13,12,357,597,4,7,4,1,0,1,2,9,1,9,0.03,0,3,6,3,4,42,1,74.76,3,1,3,0.71,14,21.13,0,1
271,53.59,1.65,7,12,499,410,7,20,3,4,1,0,4,18,1,26,0.09,1,4,3,0,2,33,0,23.51,3,3,3,0.68,9,68.66,0,0
272,43.47,2.76,12,8,494,355,7,34,5,3,2,0,2,10,3,17,0.02,3,9,3,0,239,52,1,0.31,2,1,8,0.51,18,1.11,0,0
273,38.58,2.32,8,1,518,695,0,13,3,0,3,0,4,12,3,12,0.09,2,4,6,0,96,21,1,27.87,3,5,9,0.71,0,99.15,0,1
274,50.83,1.78,11,3,354,208,7,48,3,3,0,1,4,16,2,5,0.05,4,7,6,0,4,28,0,95.54,2,5,3,0.72,1,13.22,0,1
275,37.35,1.95,17,14,363,608,4,4,0,4,2,1,0,11,1,11,0.07,2,4,8,0,1,35,1,33.84,1,0,5,0.75,5,85.65,0,0
276,35.87,0.99,12,6,962,183,8,47,3,3,3,0,1,19,3,21,0.04,0,3,6,2,149,36,1,41.29,2,8,7,1.0,17,58.84,0,1
277,46.61,2.24,16,6,576,482,0,28,8,4,4,0,2,5,3,28,0.06,0,5,4,3,29,26,0,98.87,0,0,8,0.95,13,14.69,1,1
278,33.65,1.37,13,10,259,543,7,34,0,3,3,1,4,6,0,3,0.03,0,2,0,1,57,26,0,51.87,0,9,0,0.85,10,31.61,0,1
279,34.8,1.54,11,14,318,309,7,27,7,0,0,1,3,10,1,5,0.02,3,9,7,3,240,27,0,70.77,1,6,5,0.7,7,85.21,0,1
280,78.95,2.02,15,14,126,473,7,37,6,1,1,0,2,5,3,25,0.01,0,6,9,3,60,32,1,19.54,0,1,9,0.73,5,56.16,1,0
281,45.08,1.98,15,13,302,457,1,33,8,1,4,1,3,9,1,16,0.0,4,6,7,3,103,26,1,9.68,2,1,2,0.79,5,40.23,0,1
282,40.1,1.59,17,9,632,778,1,22,5,4,2,1,1,6,3,29,0.01,2,1,7,2,127,44,0,9.63,0,8,2,0.95,15,92.8,0,0
283,55.7,1.9,15,6,934,594,1,5,7,2,0,1,4,10,3,30,0.06,4,4,6,1,172,43,0,1.61,3,8,7,0.94,5,10.19,0,0
284,42.05,1.77,20,13,238,447,9,15,6,1,3,0,2,18,1,27,0.08,4,3,1,0,108,52,1,9.39,2,5,1,0.78,10,15.84,0,1
285,48.16,2.52,7,5,299,472,3,22,3,3,3,1,2,0,2,19,0.02,1,9,6,3,174,23,1,22.57,3,4,6,0.96,2,78.58,0,1
286,49.7,2.01,18,13,801,542,8,1,4,3,2,1,2,2,2,2,0.09,0,7,7,3,144,26,0,95.36,0,0,4,0.93,13,67.33,0,1
287,41.19,1.96,20,6,916,744,9,2,0,2,2,1,4,8,0,23,0.01,0,2,3,3,196,23,1,91.34,1,5,6,1.0,15,44.15,0,1
288,24.05,1.45,9,13,617,613,7,18,7,1,2,0,0,13,3,19,0.02,2,6,0,2,187,27,1,66.24,1,3,1,0.86,5,86.22,0,1
289,56.81,1.81,8,1,456,151,2,40,7,0,0,0,0,1,2,1,0.0,1,7,7,3,173,20,0,8.23,0,7,5,0.52,19,11.82,0,0
290,39.52,1.34,13,12,395,628,7,43,4,0,2,1,1,9,3,23,0.01,4,6,8,2,176,32,0,18.54,2,4,6,0.81,18,62.65,0,0
291,34.95,1.29,20,1,466,329,3,47,0,2,1,0,0,1,3,14,0.05,3,4,7,2,205,41,1,9.71,2,4,9,0.63,13,68.12,0,0
292,52.78,1.88,13,7,725,604,6,32,2,0,4,0,3,19,2,28,0.05,1,2,4,1,205,40,0,30.4,2,3,1,0.72,16,39.21,0,1
293,51.65,1.81,18,8,191,107,8,16,7,0,4,1,1,17,1,3,0.08,0,9,8,1,183,38,0,46.99,1,4,0,1.0,15,2.23,0,1
294,42.95,1.25,15,8,666,512,5,21,9,0,4,1,3,8,0,20,0.09,3,9,6,0,98,34,1,53.18,3,8,8,0.6,4,14.01,0,1
295,44.66,0.93,17,8,584,418,1,44,3,2,4,1,2,6,2,21,0.08,3,3,5,2,220,57,1,61.21,3,3,7,0.99,8,77.37,0,1
296,31.69,2.49,18,4,623,65,1,39,2,4,0,1,2,7,1,22,0.03,0,2,6,2,47,33,0,64.34,2,6,4,0.73,1,96.84,0,1
297,59.44,2.38,14,10,967,675,4,43,2,0,3,1,1,13,1,9,0.03,0,8,7,1,21,18,0,43.44,3,0,4,0.86,0,55.03,0,1
298,39.49,2.23,20,7,963,717,6,35,3,0,0,1,4,8,3,3,0.07,2,2,9,1,114,35,1,75.58,0,9,3,0.54,3,42.56,0,1
299,38.12,2.26,12,1,482,429,0,16,0,4,2,0,3,9,2,27,0.04,1,4,1,1,105,30,1,85.2,1,3,5,0.94,3,25.93,0,1
300,60.87,2.07,10,10,741,125,1,24,4,0,1,0,4,11,0,10,0.1,1,3,6,0,186,49,1,92.84,3,0,2,0.81,9,66.55,0,1
301,42.56,1.64,14,3,761,590,0,37,1,2,4,1,3,18,3,25,0.04,3,3,7,0,156,34,0,46.31,0,5,9,0.74,10,63.46,0,1
302,35.97,2.19,11,5,178,569,9,34,9,3,0,1,3,10,1,7,0.07,3,1,4,2,53,22,1,86.15,3,4,5,0.53,14,17.45,0,1
303,43.97,2.37,12,1,272,358,7,4,9,4,4,1,1,0,1,29,0.02,0,0,7,1,51,50,0,54.5,0,4,5,0.73,17,87.33,0,1
304,47.02,1.25,20,3,225,286,7,26,9,4,0,0,0,15,2,6,0.07,4,3,6,3,107,43,1,68.49,0,5,5,0.78,0,30.12,0,1
305,51.96,3.03,7,2,775,687,9,44,0,1,4,1,0,5,0,1,0.0,1,7,9,1,99,19,0,9.75,1,7,5,0.58,5,37.09,0,1
306,60.55,1.99,8,5,146,141,2,36,6,3,0,0,1,7,1,22,0.02,4,7,6,2,238,56,1,4.46,2,1,9,0.78,5,73.94,0,0
307,50.06,1.93,20,9,612,602,3,22,6,1,3,0,4,15,1,16,0.02,2,1,6,0,93,25,1,80.03,3,4,5,0.64,11,46.66,0,1
308,59.78,1.79,18,4,251,695,6,27,8,1,0,0,1,13,3,12,0.02,2,2,7,1,104,22,0,54.04,0,9,8,0.72,11,52.7,0,1
309,40.16,2.64,19,9,201,762,3,19,3,0,1,1,0,1,0,14,0.05,4,4,5,2,129,37,1,64.14,1,7,6,0.98,0,33.73,0,1
310,57.65,2.15,18,4,153,220,8,31,8,1,3,0,0,1,0,17,0.06,2,9,9,1,33,49,0,71.98,1,5,5,0.86,9,94.59,0,1
311,58.22,1.37,14,2,701,354,1,38,6,4,3,0,0,13,2,30,0.02,0,2,0,2,76,43,1,63.16,3,0,8,0.54,12,97.7,0,1
312,45.97,2.31,15,7,115,215,6,0,9,2,3,1,2,4,3,24,0.08,3,5,9,0,150,51,0,90.58,3,4,7,0.73,9,95.83,1,1
313,30.52,1.82,10,6,228,490,5,26,7,1,1,0,0,3,0,6,0.06,1,7,0,3,16,51,1,77.44,3,5,9,0.94,11,6.41,0,1
314,48.88,1.64,14,6,947,251,8,43,0,4,1,0,3,4,3,15,0.04,2,2,1,0,127,26,1,58.15,0,4,9,0.8,18,99.59,0,1
315,58.23,1.92,17,11,810,216,8,13,6,2,1,1,4,0,0,12,0.06,1,2,7,2,42,39,1,19.55,1,0,7,0.75,3,24.26,0,0
316,50.82,2.64,7,13,567,375,5,15,3,3,2,0,0,14,0,4,0.08,2,6,8,1,160,38,1,8.94,2,4,5,0.86,12,63.21,0,0
317,49.52,1.97,7,14,577,700,6,11,9,0,4,0,1,6,2,26,0.03,3,0,0,0,228,59,0,97.88,1,0,1,0.98,7,73.9,0,1
318,29.12,2.88,11,6,325,746,0,40,1,2,4,0,0,3,0,29,0.04,3,3,2,3,240,25,0,25.11,3,1,3,0.7,16,99.09,1,1
319,56.79,1.87,20,6,855,711,6,12,3,4,0,0,1,12,3,17,0.07,4,7,2,0,91,30,1,81.17,0,7,5,0.94,19,39.12,0,1
320,23.96,2.79,10,4,849,725,2,5,6,1,4,1,3,2,3,15,0.0,3,8,9,0,210,22,1,44.85,3,2,1,0.63,16,62.05,0,1
321,39.12,1.95,12,5,191,303,5,39,6,2,1,1,0,5,3,27,0.1,0,5,2,2,152,44,0,31.23,2,6,4,0.51,15,8.94,0,0
322,56.91,2.04,12,13,293,390,4,6,4,0,0,1,0,6,0,20,0.03,4,7,9,2,221,29,0,53.36,2,9,4,0.59,0,43.35,0,1
323,56.14,2.27,19,13,737,772,5,26,7,1,3,0,1,19,2,12,0.02,4,4,8,2,229,22,1,1.32,3,0,6,0.95,6,82.4,0,1
324,22.79,2.12,19,9,802,267,5,44,4,2,1,1,1,4,1,29,0.04,2,4,9,3,213,28,0,3.68,1,1,2,0.93,8,87.7,1,0
325,49.19,2.37,15,9,188,72,1,15,6,1,4,1,1,17,0,4,0.04,3,6,5,3,12,28,1,13.99,2,0,9,0.62,5,0.57,0,1
326,47.64,2.21,8,6,232,586,3,40,2,1,0,0,2,5,0,7,0.08,1,1,0,0,84,22,0,79.42,2,2,5,0.81,8,18.34,0,1
327,45.35,2.99,14,6,457,621,9,11,2,2,2,0,1,0,2,20,0.01,4,7,0,2,196,43,1,61.94,2,2,4,0.71,17,27.36,0,1
328,52.49,1.92,10,3,456,595,2,1,1,0,2,0,0,9,2,26,0.04,1,2,4,2,145,58,0,29.17,0,1,7,0.91,17,72.71,0,0
329,64.83,1.53,7,6,833,456,4,41,0,4,1,0,3,0,2,5,0.0,1,9,1,0,99,34,1,20.33,1,1,1,0.52,17,7.04,0,0
330,59.08,1.6,17,11,197,484,1,25,1,3,4,1,1,1,2,16,0.06,0,2,2,3,241,39,1,33.19,3,5,6,0.65,3,25.58,0,1
331,53.94,1.79,20,12,198,313,4,30,6,3,4,1,3,19,3,21,0.03,2,2,4,1,136,27,1,4.23,1,7,2,0.92,15,89.14,0,1
332,48.3,1.18,13,3,167,190,7,19,0,0,4,1,0,0,3,10,0.03,2,1,9,1,15,27,0,52.33,3,7,7,0.58,3,38.41,0,1
333,51.8,2.48,8,3,621,410,7,16,0,0,3,0,4,18,1,8,0.04,3,1,8,3,221,18,1,98.52,1,1,7,0.78,4,18.78,0,1
334,45.19,2.68,15,9,417,720,4,5,9,1,1,0,3,4,1,5,0.04,0,2,1,1,109,25,1,67.57,0,1,6,0.93,10,82.85,0,1
335,29.36,2.23,17,7,427,363,3,49,5,1,0,1,3,3,3,9,0.09,4,8,2,2,238,47,1,27.55,1,3,2,0.66,0,12.64,0,0
336,39.62,1.88,16,4,719,190,6,18,0,3,3,1,1,7,1,26,0.01,1,8,7,1,46,45,0,23.86,2,6,9,0.68,3,87.76,0,1
337,39.4,2.26,8,13,445,420,2,1,2,3,0,0,3,17,1,10,0.07,0,1,5,2,152,38,1,46.98,2,5,0,0.86,15,76.72,0,0
