,Daily_Active_Time,In_Game_Currency_Earned,Purchase_History,Time_of_Purchase,Churn_Rate,In_Game_Purchases,Discount_Utilization,Quest_Completion_Rate
1152,1.53,301,4,0,0.05,69.5,4,0.64
4512,2.54,816,0,3,0.04,83.63,0,0.66
4587,2.49,968,3,0,0.02,98.02,5,0.8
802,1.28,637,3,3,0.03,68.23,5,0.94
4597,2.2,911,0,2,0.08,39.34,4,0.64
2350,2.42,531,3,0,0.08,28.93,4,0.81
6312,1.2119417155918808,113,1,1,0.07969380216431074,4.521265973785309,6,0.99
6774,2.3228910402714176,115,0,2,0.1,31.76941596096082,4,0.7821323713429363
2068,2.49,891,3,0,0.01,52.83,0,0.62
5382,2.344402963225226,713,1,2,0.019510781863863784,42.0341132453173,6,0.7766438682617616
644,1.65,677,1,1,0.04,74.37,7,0.59
6162,2.076077070825268,563,2,2,0.01,29.13649915954515,5,0.5648105642244949
6483,3.142412068168495,761,1,2,0.0699083669758666,8.754995402015798,2,0.5799083669758666
5802,1.872473238273638,743,0,2,0.010618309568409477,17.604633189343996,7,0.6418549287052284
4837,1.63,142,4,3,0.06,72.45,6,0.98
120,1.55,495,1,0,0.0,98.01,8,0.59
1777,2.48,590,2,1,0.06,35.69,4,0.53
3438,1.48,187,4,0,0.09,9.63,9,0.53
5602,2.027290490982375,372,0,2,0.04804515848362709,2.7809031696725417,0,0.5495484151637292
2135,2.19,638,3,3,0.09,83.22,7,0.65
3209,1.93,287,1,2,0.02,37.68,0,0.78
4237,1.71,242,0,2,0.01,37.84,3,0.86
134,1.46,396,1,1,0.02,95.76,1,0.7
6156,1.8042954713862982,505,0,2,0.07,13.87295299056865,2,0.7589376111760138
5738,2.7768581257150737,781,1,1,0.05998895428566885,10.341132817161233,2,0.7000110457143311
5071,2.801401162610366,889,0,1,0.032656976769947735,23.86650363925003,6,0.6079709303098432
62,1.84,397,2,1,0.07,29.0,0,0.71
4541,1.6,870,3,3,0.09,31.17,9,0.86
6069,2.0371810616653634,454,1,2,0.05811429629019643,34.60579545391912,7,0.6911237284418273
3422,1.19,695,2,2,0.01,6.94,3,0.62
3298,2.71,845,3,1,0.01,63.7,3,0.75
6965,2.060334576124743,386,2,1,0.07180406777938157,30.53829267443941,8,0.7220310508853606
679,1.49,445,4,3,0.02,28.79,9,0.63
4038,2.9,519,4,3,0.0,82.01,1,0.65
741,1.47,948,2,1,0.1,5.69,5,0.64
1211,2.32,458,3,3,0.03,82.55,3,0.78
2170,2.46,121,0,0,0.02,47.34,9,0.9
4668,1.43,852,3,2,0.07,29.42,7,0.9
5680,1.9402436861683428,215,1,1,0.05,32.19191541441687,1,0.7759945847518146
567,2.14,506,0,2,0.06,64.51,1,0.78
1873,2.41,922,1,1,0.03,68.04,6,0.81
3231,2.2,742,3,3,0.02,72.3,4,0.93
1717,2.51,119,4,1,0.09,12.53,6,0.51
1392,1.68,523,0,3,0.0,92.53,8,0.61
5640,1.7742100091097481,962,0,0,0.032901537527205316,27.799653242066462,3,0.8822538438180132
6068,2.3890444173856564,384,2,3,0.0757364115052774,23.085455808623543,4,0.8516277035474966
4204,2.56,950,0,1,0.06,52.35,2,0.87
489,2.5,650,1,0,0.09,38.67,4,0.97
4963,1.54,950,1,3,0.1,59.33,1,0.88
690,1.86,705,4,2,0.09,33.18,0,0.9
3309,1.47,177,1,2,0.09,83.51,9,0.76
602,2.31,655,2,0,0.06,58.9,0,0.55
1911,2.67,453,2,2,0.09,44.35,1,0.7
4786,2.26,666,2,3,0.06,5.07,2,0.84
3035,2.67,242,4,2,0.04,56.36,3,0.77
4932,1.57,875,2,0,0.09,11.28,1,0.92
6007,1.8442740142610252,517,0,1,0.02069511529665531,36.479864341725346,4,0.5983964046817745
5503,1.6493891179983675,518,1,1,0.020325119851730935,34.46679150967763,5,0.5254876797775964
2366,2.12,724,1,0,0.05,36.72,7,0.65
1187,1.49,773,4,1,0.06,50.07,2,0.62
274,1.78,354,0,2,0.05,95.54,5,0.72
3901,1.93,541,2,1,0.05,24.33,9,0.91
1361,1.95,719,4,2,0.0,56.88,1,0.6
2882,2.73,696,4,3,0.07,16.49,1,0.56
1526,1.85,637,1,3,0.0,80.01,0,0.85
3252,2.53,119,1,3,0.08,74.95,8,0.66
2970,1.37,874,3,2,0.05,1.94,9,0.56
6875,1.8733419554325257,338,0,1,0.03593830832179927,30.620822555709342,3,0.9663495861764708
5597,1.6582925383824,789,0,0,0.07219514905329998,5.117805962132,4,0.5721951490532999
5859,1.6971035931298557,734,0,3,0.043669963672308555,6.952981750352384,3,0.7636699636723085
6555,1.7828396001299913,571,1,1,0.013580199935004377,43.596770558333574,1,0.7234574008449431
1337,2.2,411,4,2,0.08,52.81,0,0.98
945,1.67,875,0,3,0.09,84.18,2,0.85
5482,2.0335166012154895,230,0,1,0.03527490182323437,35.44290610564366,6,0.7257158158013646
2250,1.87,554,2,1,0.06,85.06,0,0.76
6661,1.704702864367263,622,0,2,0.07390337749906219,5.104053013721397,4,0.8182898675028134
3408,2.54,999,2,2,0.08,61.2,6,0.54
2991,1.69,104,1,3,0.07,34.78,5,0.69
2346,2.46,241,4,3,0.05,84.46,6,0.7
68,2.09,687,4,3,0.03,83.25,8,0.86
5103,2.4968172677688405,184,2,1,0.08342239537191815,4.225363831400598,8,0.58205894181815
6139,2.478805874992573,804,0,2,0.07437981680970457,14.717942702693513,3,0.8643644030186499
1598,1.82,405,4,2,0.06,15.24,4,0.72
6445,1.3633290890324328,956,1,0,0.026666890050924593,37.370127999179786,3,0.6733381360948787
4393,2.19,443,1,0,0.04,38.83,1,0.76
6850,1.6805923246420538,756,0,1,0.06882382863234539,40.05149211593335,7,0.9064714858970362
1503,2.01,564,1,0,0.07,85.05,9,0.78
2835,1.67,182,1,3,0.0,58.12,0,0.92
150,1.68,367,1,2,0.07,96.8,5,0.8
3583,1.79,391,2,1,0.05,1.5,7,0.72
2086,2.13,441,1,2,0.04,30.54,4,0.91
6354,1.7149768217461474,726,2,2,0.08773780829720568,47.51103281946774,4,0.6227146300433531
2259,1.18,598,0,2,0.07,96.45,6,0.65
2996,1.73,847,4,2,0.09,93.36,0,0.98
6713,2.223668058932766,147,0,0,0.055801620450780146,45.19257058054326,5,0.5962975693238297
5372,2.437908013800458,145,1,2,0.012713614042154882,28.216210552771827,3,0.8189746525976566
6342,2.097893660401833,435,0,0,0.1,28.859581933316104,5,0.8301370901322471
859,1.73,957,0,1,0.03,5.61,7,0.97
2651,1.23,582,0,2,0.09,2.79,2,0.69
2669,1.6,523,3,1,0.06,6.12,7,0.63
6314,1.375456297038837,310,1,2,0.03167926802627086,5.67912064459057,0,0.5920221528286703
4606,1.22,366,2,1,0.04,99.95,4,0.93
366,1.5,822,0,0,0.09,59.0,9,0.94
1432,1.9,306,4,1,0.02,90.46,4,0.96
5973,2.086634257044794,212,2,2,0.01,36.229113179715576,7,0.6776183061948335
1779,2.16,409,4,1,0.08,17.25,9,0.92
4236,2.0,276,4,2,0.07,72.55,9,0.85
4152,1.81,895,4,2,0.06,31.59,6,0.98
1818,1.25,895,4,2,0.09,17.87,7,0.85
4650,1.37,381,3,2,0.04,87.58,2,0.98
841,1.45,806,1,2,0.05,27.51,6,0.92
1189,2.21,184,4,1,0.04,81.14,6,0.51
175,2.53,211,1,0,0.05,82.52,2,0.52
3615,1.82,202,1,0,0.01,2.7,3,0.77
617,1.46,263,4,3,0.06,96.92,2,0.99
2093,1.86,362,3,2,0.01,7.17,0,0.72
2906,1.46,526,4,3,0.02,96.41,0,0.75
4011,2.96,981,1,2,0.06,77.2,3,0.73
6835,1.5223241433207588,787,1,1,0.08998770294539281,29.054559712654914,5,0.8899262176723569
1030,1.79,887,4,1,0.03,30.19,0,0.58
3103,0.92,874,4,1,0.08,77.8,2,0.92
300,2.07,741,1,0,0.1,92.84,0,0.81
1472,1.79,678,0,3,0.0,65.05,8,0.93
283,1.9,934,0,3,0.06,1.61,8,0.94
2028,1.91,868,3,1,0.02,67.94,6,0.79
3426,2.32,542,2,0,0.0,39.53,4,0.55
6887,1.5432888181536497,605,1,0,0.02139882296354208,4.145140319164258,5,0.9154538253684883
5897,1.2927710491902937,567,0,1,0.06927022576055465,21.772479414256523,3,0.8254733067958401
1813,2.46,283,1,1,0.1,76.79,6,0.74
1271,2.09,520,0,2,0.06,65.63,0,0.5
3505,2.11,691,4,0,0.04,37.95,8,0.94
4013,2.36,523,3,3,0.01,27.16,2,0.7
6766,2.1078179560295136,550,1,2,0.01,41.002599167097074,0,0.5773830569518099
2313,2.47,696,0,0,0.1,32.66,0,0.62
2008,2.0,803,0,0,0.02,57.42,5,0.78
6033,2.055175895598869,116,1,2,0.07503517911977382,24.65794457525961,2,0.9599296417604524
2642,2.12,951,3,3,0.06,95.61,1,0.52
3207,1.13,463,4,1,0.04,82.62,3,0.81
6352,2.126430553313498,121,1,1,0.06,48.67703294541211,7,0.9086726200085007
3722,1.99,752,4,0,0.09,47.08,2,0.93
3379,2.46,793,4,3,0.07,97.82,5,0.75
3139,1.08,670,1,0,0.06,87.54,6,0.57
99,1.45,791,2,2,0.02,36.59,0,0.63
4039,2.18,266,0,0,0.07,45.85,1,0.71
744,1.96,880,0,0,0.0,4.35,2,0.58
6449,1.961306548050766,989,1,0,0.06804334074682712,35.50836661096507,5,0.743777878672511
480,1.06,581,3,0,0.03,59.0,1,0.79
4604,1.67,317,2,3,0.0,6.83,5,0.53
6773,1.843435179745913,823,0,1,0.0064525185620326955,42.61742528712128,6,0.811592073073248
4915,1.53,185,0,2,0.07,79.54,5,0.62
1157,2.23,115,0,1,0.09,99.44,6,0.86
1437,2.34,663,4,3,0.09,62.38,0,0.97
2414,1.59,731,4,1,0.02,55.87,8,0.65
4022,1.83,600,1,1,0.06,9.85,2,0.91
402,2.34,405,1,1,0.09,54.77,1,0.53
2195,2.15,609,3,2,0.0,96.73,7,0.75
949,2.02,892,0,3,0.07,14.88,2,0.98
2916,1.5,573,2,2,0.09,58.59,1,0.62
2067,2.16,411,3,3,0.03,52.37,2,0.66
5736,1.9622190961703394,376,1,2,0.02700842677578228,30.385659871364584,6,0.6606882092960557
4871,2.21,529,4,3,0.07,75.19,6,0.63
668,2.57,779,3,1,0.04,16.38,4,0.58
218,3.15,387,3,3,0.04,6.54,5,0.86
1962,1.11,498,2,1,0.07,6.25,0,0.69
4251,1.24,633,2,1,0.05,74.67,4,0.56
4998,2.14,483,1,0,0.09,67.16,8,0.81
2213,1.58,371,4,1,0.09,58.46,4,0.89
2633,2.53,133,2,2,0.03,72.38,1,0.79
3996,2.33,716,2,3,0.08,52.13,0,0.82
2758,0.76,546,0,1,0.1,44.36,7,0.79
5714,2.0055579773540444,821,2,2,0.07969763018746662,14.88790732076415,5,0.8936045282985183
5001,2.447185999942626,482,1,0,0.015075360013769697,22.194574638551888,2,0.5876381600252445
2145,2.48,369,4,3,0.04,3.15,4,0.89
777,0.98,760,1,2,0.01,7.25,3,0.58
2434,1.77,729,1,0,0.03,66.97,0,0.6
3849,1.59,620,1,3,0.06,4.68,4,0.86
3832,1.88,248,1,1,0.09,33.27,7,0.8
4216,2.44,680,0,2,0.04,61.97,7,0.52
1491,2.36,479,2,2,0.04,10.64,7,0.52
3817,1.58,264,2,0,0.06,60.16,1,0.85
3997,1.95,644,2,3,0.08,73.41,6,0.9
5324,1.4785811593165077,583,2,0,0.03,38.59536525925263,4,0.6885650267654555
6451,2.275177085892093,408,1,0,0.015803819017984472,7.477724297083466,5,0.6403269683033592
4050,2.36,802,0,2,0.04,62.0,5,0.87
517,2.02,526,2,1,0.06,69.58,3,0.84
3080,2.7,363,1,0,0.05,22.98,8,0.61
3185,3.14,478,1,0,0.04,24.71,4,0.68
6762,2.165806688230305,886,0,2,0.03509676067255402,12.47635831698548,4,0.9364193311769695
4771,3.04,173,3,1,0.03,60.44,0,0.83
6791,2.6546654434605843,267,1,2,0.07383363913485391,13.40215687980852,7,0.76
5562,1.6137374431974216,389,0,1,0.01,32.570340392703834,0,0.8663248697210298
5462,1.6129611623915765,452,2,2,0.021456309971087023,30.816359535228937,0,0.9056553413114401
568,1.81,844,1,1,0.07,34.63,3,0.55
360,1.14,284,0,0,0.06,8.89,8,0.82
4528,2.34,933,2,1,0.04,91.7,8,0.85
3193,1.68,893,0,0,0.0,35.21,6,0.53
2972,1.63,129,4,0,0.09,27.77,1,0.89
759,2.13,191,4,1,0.05,47.26,1,0.99
3523,2.48,869,2,1,0.04,17.2,8,0.51
6552,1.9883205006183409,891,0,2,0.06936641001236682,15.642842345110353,2,0.9780992300371004
5659,2.1987811644709967,513,1,2,0.06951213939650615,44.11975362175906,2,0.5941463255418589
4539,2.51,377,0,0,0.04,2.62,3,0.63
214,1.85,328,2,1,0.02,20.39,7,0.98
3010,2.55,331,2,1,0.03,58.76,7,0.58
3757,2.54,348,2,1,0.06,15.42,2,0.85
2807,1.98,100,1,0,0.01,82.59,7,0.51
5707,1.7516182460035357,993,1,0,0.04121242624441986,20.515054667396694,7,0.8118186393666298
5251,1.4590648282053877,950,2,0,0.09931655176283674,7.185384742913225,4,0.6434172411858163
5163,2.0910873858210968,108,1,2,0.02070046719181122,20.58520710528248,3,0.741751167979528
1473,3.17,124,0,2,0.1,61.23,2,0.93
2244,2.07,197,3,1,0.03,74.84,9,0.66
725,2.44,108,1,2,0.05,95.11,9,0.84
6597,1.5081752743802803,281,2,2,0.04903286394630254,6.317993746075687,3,0.7494068854854761
49,1.72,957,3,1,0.02,0.77,9,0.88
5459,2.0209788131269018,294,1,1,0.01,13.123648015732156,5,0.7937217861572377
887,1.97,297,3,0,0.0,59.43,1,0.56
6099,2.153414527569806,337,0,1,0.0539871199701254,12.172129574567272,7,0.8407587839044013
4803,2.73,993,1,0,0.02,43.97,3,0.99
6296,2.389538568781849,243,0,0,0.06687174720806713,32.96610037157109,6,0.6684618959394966
516,1.31,131,3,0,0.05,8.71,8,0.76
2948,2.09,156,1,1,0.07,54.02,2,0.98
139,1.44,290,4,2,0.09,39.42,7,0.58
6203,1.8947168175532065,488,0,0,0.09463611470364777,23.619877536473034,5,0.755444588145911
5643,1.5109306972564676,575,1,2,0.026208854768745897,40.79781996028365,2,0.65
3328,1.86,343,0,0,0.05,99.6,9,0.72
3433,2.27,884,3,1,0.09,65.59,2,0.81
463,1.13,345,4,2,0.01,77.36,3,0.96
4284,1.65,266,4,2,0.1,59.89,8,0.63
1233,1.82,981,2,3,0.08,29.37,1,0.52
594,1.81,329,1,1,0.07,13.65,7,0.99
450,2.41,836,1,3,0.05,42.44,4,0.89
4462,0.89,999,1,3,0.02,98.41,1,0.75
3159,2.46,839,1,1,0.02,63.27,3,0.97
6347,1.5708419730602805,401,1,2,0.019008822204102046,11.358980359518256,4,0.8782213278366684
312,2.31,115,3,3,0.08,90.58,4,0.73
5523,2.398053912721614,746,1,1,0.037111798429944984,13.667401679750458,4,0.5699275296698716
6009,2.290844662636902,632,0,2,0.06533691924565659,40.87307837298883,2,0.8286523230173737
4689,2.42,457,4,1,0.02,75.38,9,0.76
451,1.25,549,3,2,0.03,77.92,8,0.5
5631,2.444461161223078,322,1,1,0.0517202111314687,23.005233918988072,4,0.622419683302797
890,2.56,772,1,2,0.07,73.27,3,0.81
3909,3.17,220,3,3,0.08,71.92,7,0.85
1506,2.65,268,1,0,0.07,62.93,0,0.62
3044,2.01,346,4,1,0.0,26.93,7,0.52
6523,1.585275375251157,291,0,2,0.050155533567214285,30.150723732419,8,0.6785288141285286
999,2.03,448,3,2,0.04,6.41,0,0.81
389,1.24,911,4,3,0.01,92.69,6,0.62
2330,1.85,533,4,3,0.0,79.59,9,0.72
1476,1.35,850,4,1,0.03,41.29,4,0.8
2240,1.22,703,0,2,0.02,95.03,0,0.69
6267,1.7751364631015614,933,0,2,0.053063136838975636,4.024028380036477,6,0.8949103894533417
6276,1.866230391732813,736,1,2,0.0761573826950047,5.940170296986915,6,0.8228637107192944
5818,2.2993797273151317,712,1,1,0.07,47.052481969071835,0,0.6234680079652668
5880,1.4685981100999608,172,0,2,0.034692924639287116,47.1497533543828,6,0.6989919796892675
2775,1.18,569,1,3,0.06,38.46,8,0.8
1923,1.87,732,1,0,0.04,4.34,9,0.7
758,3.23,960,2,3,0.0,44.0,0,0.91
6516,2.106428597010202,857,1,1,0.04698294052162675,27.93290976622075,1,0.6509488215648802
6101,2.304205539110067,709,0,0,0.038224307611241605,38.44413687173601,2,0.6928972304449664
1293,2.32,834,2,3,0.06,39.97,0,0.56
6146,2.278588716594755,479,1,0,0.011013267206620814,15.09528208513113,7,0.6979734655867583
5834,2.069742052031455,625,0,1,0.06140842596632726,30.484199433005344,4,0.7350937194253453
3210,1.08,835,0,3,0.03,78.17,0,0.5
1907,2.51,565,2,0,0.03,78.8,8,0.61
4794,1.67,460,0,3,0.06,84.98,3,0.87
5176,1.8990547178969932,729,0,1,0.09173224708154483,12.20490783085853,4,0.9341746109012962
368,2.44,840,2,3,0.05,39.83,3,0.58
1937,2.65,870,0,3,0.07,93.96,1,0.5
1151,2.23,410,3,3,0.0,5.23,0,0.62
4416,1.89,613,0,3,0.1,19.14,8,0.62
4264,1.57,472,1,0,0.02,67.82,9,0.8
6862,2.5399897166820806,824,0,0,0.0041253856244219695,48.171878656848556,5,0.9352476862534681
191,1.8,777,0,2,0.01,0.04,2,0.76
4428,1.96,766,0,0,0.03,75.07,7,0.75
5474,1.838358858411472,617,0,2,0.08852419075810496,20.045154453954474,7,0.6659032369675801
174,1.9,540,1,0,0.08,97.57,9,0.57
1903,1.68,649,1,3,0.0,89.33,2,0.96
1099,2.58,838,2,1,0.02,50.69,8,0.65
4615,1.65,575,0,0,0.04,43.11,0,0.75
2876,2.62,828,0,3,0.06,42.61,9,0.78
2292,2.52,942,4,2,0.04,59.08,9,0.92
6072,2.311992040213585,325,0,0,0.03,18.862486177789677,5,0.9464202444312602
6784,1.7752992716429394,770,0,0,0.047094901500575506,22.848518824933667,6,0.7745254924971224
3869,2.69,168,4,2,0.08,71.65,8,0.95
3621,2.17,909,4,1,0.04,91.37,4,0.52
1164,1.36,379,2,2,0.05,20.81,4,0.73
4602,2.04,585,2,3,0.06,33.83,2,0.97
4862,1.74,664,1,1,0.07,71.21,2,0.64
6923,2.3805653380418557,476,0,2,0.03037745390338334,31.94388825560899,0,0.8711323617101501
6972,2.0224639083786773,674,0,1,0.014191140087639057,38.77764043739104,2,0.6516177198247219
4928,1.13,336,2,2,0.08,2.68,0,0.94
1661,1.62,596,3,0,0.01,44.69,2,0.83
508,2.44,642,2,0,0.01,70.39,6,0.86
166,1.78,871,2,1,0.03,38.39,1,0.54
4727,1.72,371,2,3,0.04,46.22,1,0.8
4787,2.43,479,2,2,0.07,43.54,0,0.85
3102,1.13,317,3,0,0.04,77.76,2,0.85
4696,1.07,669,3,2,0.08,45.4,5,0.71
103,2.23,806,4,2,0.06,76.88,9,0.61
3790,1.52,757,3,3,0.0,82.86,3,0.71
4215,1.89,261,1,3,0.1,25.38,6,0.93
3091,2.13,771,3,3,0.1,45.24,6,0.54
3721,2.25,226,1,2,0.08,88.87,0,0.84
6566,2.6684766636827977,941,1,0,0.059770900981546006,42.250494112289324,0,0.539312702944638
1752,1.86,352,3,3,0.07,97.21,2,0.83
6226,2.075458705588752,477,0,0,0.015247062961798171,35.596473795393585,1,0.5981176574044954
3717,1.72,911,2,3,0.02,76.15,7,0.77
5081,1.882938037584028,397,0,0,0.02876010607653904,47.331913201956716,5,0.782479787846922
1658,1.89,953,1,0,0.01,47.41,6,0.73
152,2.11,671,0,1,0.08,73.8,2,0.94
3551,1.61,405,0,3,0.05,83.4,4,0.6
2483,2.21,308,0,0,0.08,78.78,1,0.87
1583,1.64,296,3,1,0.06,70.7,0,0.77
5865,1.4846513940793356,568,0,2,0.06558137317047466,3.062093270386139,2,0.7458140041817721
2552,2.6,921,0,2,0.01,49.27,9,0.73
3358,1.88,311,1,2,0.01,19.87,9,0.89
5844,1.5533031369388832,182,0,2,0.03954133685530228,12.421773668814014,6,0.6611004103987447
4094,2.45,413,1,3,0.0,3.86,9,0.94
5117,1.729608142387137,312,1,1,0.014805166359330848,42.38959719072951,6,0.8848051663593308
2890,1.67,415,1,1,0.04,25.35,8,0.79
6087,2.723084878184745,602,1,2,0.027911686814214534,25.085270524454472,2,0.7049463250883207
2209,1.8,679,4,3,0.09,34.6,0,0.66
3625,2.29,397,0,0,0.07,31.58,5,0.97
4190,3.36,497,0,0,0.01,87.9,4,0.6
1822,2.41,893,3,3,0.1,41.41,5,0.84
6003,2.014809297493383,912,2,0,0.03957792901856985,26.589209797585294,5,0.8659496597082179
3858,1.86,516,2,3,0.02,77.8,3,0.99
5591,2.1356610551839363,527,1,2,0.03468396389926791,27.255089725653878,3,0.7841954182569337
4409,2.0,897,1,2,0.09,88.2,8,0.69
309,2.64,201,1,0,0.05,64.14,7,0.98
212,1.43,448,0,1,0.05,34.07,5,0.58
3337,2.04,732,2,3,0.08,92.25,3,0.89
5912,1.9875789975309508,680,0,1,0.07149473349793661,39.59993542529247,3,0.8235579315226973
4762,2.88,961,4,0,0.06,89.87,6,0.63
495,2.45,652,3,2,0.05,43.78,0,0.87
205,1.87,855,4,2,0.02,9.18,1,0.9
1434,2.06,791,1,3,0.01,38.64,0,0.8
1135,1.71,371,4,0,0.04,30.56,1,0.65
2584,2.38,886,3,3,0.06,83.3,1,0.67
868,2.33,525,4,0,0.09,83.65,4,0.6
6772,2.0768493837891633,793,1,2,0.020337566022589633,38.95455428952954,4,0.6805626100376494
305,3.03,775,4,0,0.0,9.75,7,0.58
1849,2.01,960,2,2,0.05,41.02,3,0.9
3066,1.97,766,0,1,0.09,20.76,6,0.97
1988,2.01,877,4,1,0.06,70.08,2,0.59
2798,2.53,902,0,3,0.03,8.82,4,0.68
3764,1.6,632,3,1,0.01,55.95,5,0.69
1534,1.78,142,2,2,0.1,65.03,5,0.75
843,2.01,713,0,1,0.05,99.32,6,0.71
1987,2.15,816,4,0,0.09,54.94,5,0.79
4417,2.01,313,3,2,0.02,19.87,9,0.65
4679,1.97,827,4,0,0.09,70.94,6,0.53
6196,1.9473654284336757,245,0,1,0.04736542843367575,27.147617534441938,2,0.5952691431326484
383,1.81,971,3,1,0.02,55.44,5,0.85
1538,1.49,437,1,0,0.04,95.37,3,0.91
211,1.98,433,2,3,0.04,98.28,3,0.61
1957,2.24,445,4,2,0.1,0.45,7,0.56
4942,1.9,460,0,0,0.01,7.44,7,0.91
2438,2.33,619,3,3,0.03,29.02,0,0.79
2727,2.35,815,1,1,0.06,10.96,5,0.73
5722,2.1661372078620165,279,2,1,0.0006027300929558155,41.837822957777604,4,0.73
4691,1.16,576,2,1,0.0,82.95,9,0.54
1349,3.14,736,3,0,0.08,90.77,4,0.97
4357,1.64,808,0,3,0.07,13.89,3,0.53
2932,2.01,687,3,1,0.08,48.24,9,0.82
5333,1.9053201542448646,696,1,1,0.0249786563836757,43.67709726817989,4,0.6076600771224322
680,2.48,456,2,1,0.09,88.95,4,0.77
180,1.89,520,3,2,0.07,78.44,5,0.63
6638,2.0898758791278187,846,0,2,0.03934581347251242,40.833739958636066,6,0.78
3053,2.05,847,0,3,0.01,64.57,9,0.73
6440,2.272831555292068,266,1,0,0.05006842427835441,20.482088943590426,4,0.8106158185051897
278,1.37,259,3,0,0.03,51.87,9,0.85
6408,1.2361250897522924,537,0,1,0.07199264177927692,33.10415392396051,5,0.7370972122497453
3128,2.46,312,2,2,0.05,72.94,6,0.65
2480,2.6,738,1,3,0.03,82.25,2,0.69
289,1.81,456,0,2,0.0,8.23,7,0.52
4325,2.59,942,2,0,0.03,54.33,0,0.57
5234,2.124743455338043,677,0,2,0.001168121035990434,32.77106924421116,5,0.9507260029061578
993,2.18,435,1,1,0.06,72.51,3,0.53
2236,2.02,538,4,2,0.01,33.51,3,0.97
3555,1.63,466,2,1,0.06,97.67,8,0.79
39,1.99,260,1,3,0.07,66.78,4,0.76
5810,2.368129515833477,228,0,0,0.08254606213415683,15.425427203962943,3,0.6347850433739348
2754,1.43,118,1,0,0.09,82.63,8,0.89
5589,2.217415703640386,925,1,1,0.020981925928678893,36.50723496292718,7,0.6121445925705689
3001,2.4,943,2,2,0.1,1.65,6,0.73
270,1.85,357,0,1,0.03,74.76,1,0.71
6521,2.0436161544408935,214,0,1,0.050424231661340566,39.64432024741178,5,0.8570100077316182
2883,2.29,242,0,0,0.02,17.17,3,0.83
6619,2.034299773810247,915,1,0,0.05746453072191957,10.209561611511724,4,0.9101418771123216
6899,1.249094717883379,627,1,2,0.04895033224530837,31.709952246424894,4,0.6455688703659516
5507,1.5609612125293308,642,0,3,0.04624882901089725,28.958161886156738,2,0.7412441450544862
111,1.74,116,4,1,0.06,38.24,7,0.88
1391,1.43,429,2,1,0.04,90.17,9,0.81
2600,2.57,145,4,3,0.01,3.64,8,1.0
220,2.55,423,2,3,0.02,78.27,5,0.79
4184,3.04,604,3,2,0.0,70.74,0,0.87
3006,1.73,705,0,2,0.03,25.68,5,0.62
4233,2.08,194,3,1,0.09,72.28,5,0.8
83,2.59,176,2,1,0.09,2.57,8,0.57
873,1.98,124,0,3,0.06,2.03,3,0.99
6460,1.7028442475593748,239,0,1,0.01417418892369797,36.57402813071275,3,0.8659631270338543
6974,2.004775313782483,176,1,3,0.03,8.813832643623929,6,0.8290912721098221
461,1.69,545,3,1,0.05,11.76,5,0.67
6128,2.3715258938275525,743,1,2,0.04203386472660338,19.06164172693975,1,0.8511862559963186
551,1.95,365,1,0,0.02,93.42,1,0.72
3032,1.66,726,0,2,0.01,48.8,0,0.78
2374,1.62,414,0,2,0.07,94.97,9,0.9
5861,2.105017856199935,270,2,1,0.04425607898723128,13.15917590106734,4,0.6601728725744842
2246,1.81,334,0,2,0.03,30.7,3,1.0
6563,2.0620134059923183,127,0,2,0.03,48.03921119196259,0,0.8945988834684212
4868,1.52,907,4,1,0.05,23.36,8,0.91
2450,1.92,970,2,1,0.01,60.49,8,0.62
2329,2.06,862,0,0,0.04,27.72,8,0.92
5848,1.2137118282428956,297,1,3,0.022965436785901277,24.059095543873806,3,0.8137234942872102
2146,2.67,587,0,0,0.03,1.92,9,0.81
3939,1.85,779,3,2,0.08,29.46,2,0.63
3574,0.56,184,1,1,0.09,73.13,3,0.83
6151,2.4523096566469333,936,1,1,0.057719239306262084,26.668249445092965,5,0.7185384046249195
650,2.78,325,1,1,0.03,97.89,1,0.59
708,2.0,105,1,3,0.09,50.9,3,0.92
5960,2.3379335945658464,198,1,0,0.07682529636433952,21.856455294913907,1,0.6052911727261008
3370,1.03,274,4,1,0.01,61.94,4,0.63
3308,2.03,368,0,0,0.09,71.55,9,0.64
3221,1.2,113,2,1,0.08,4.56,7,0.99
6082,2.128224310572925,504,0,1,0.079743815418505,16.22313487797746,1,0.75692578502206
1424,2.24,972,2,1,0.0,86.59,3,0.58
1216,2.27,767,3,3,0.04,88.94,3,0.54
5321,2.3526299212476007,384,0,1,0.05154886522185846,3.9860083372089874,4,0.7624427975691541
1924,1.78,506,0,3,0.06,19.4,4,0.55
3749,1.5,643,4,3,0.06,26.5,3,0.57
5587,0.9844124350227643,606,0,3,0.06291344217024084,20.78903689083866,5,0.672519346978555
314,1.64,947,1,3,0.04,58.15,4,0.8
6826,1.882748340762405,719,1,2,0.09130391952127609,6.920174980257128,5,0.6272467337322699
1427,2.25,464,4,1,0.04,59.18,5,0.73
4503,2.33,372,1,2,0.06,37.27,7,0.74
4767,2.32,601,3,3,0.04,85.48,8,0.71
3879,1.85,854,0,3,0.03,75.35,5,0.62
5639,2.1548641012025254,870,2,0,0.04938443741649129,30.72673136498397,7,0.8631382123830877
5771,2.0657340226042753,962,0,0,0.06872577275460554,20.578016071666703,8,0.6029360904171005
